Receiver Account,Sender account,Amount,Date
980,2826,31,03-03-2018 11:29:00
980,2826,21,03-03-2018 11:29:00
980,2826,28,03-03-2018 11:29:00
980,2826,65,03-03-2018 11:29:00
980,2826,55,03-03-2018 11:29:00
980,2826,35,03-03-2018 11:29:00
980,2826,78,03-03-2018 11:29:00
980,2826,58,03-03-2018 11:29:00
980,2826,44,03-03-2018 11:29:00
980,2826,95,03-03-2018 11:29:00
980,2826,25,03-03-2018 11:29:00
980,2826,90,03-03-2018 11:29:00
980,2826,21,03-03-2018 11:29:00
980,2826,98,03-03-2018 11:29:00
980,2826,35,03-03-2018 11:29:00
980,2826,15,03-03-2018 11:29:00
980,2826,31,03-03-2018 11:29:00
980,2826,95,03-03-2018 11:29:00
980,2826,64,03-03-2018 11:29:00
980,2826,67,03-03-2018 11:29:00
980,2826,87,03-03-2018 11:29:00
980,2826,52,03-03-2018 11:29:00
980,2826,96,03-03-2018 11:29:00
980,2826,29,03-03-2018 11:29:00
980,2826,38,03-03-2018 11:29:00
980,2826,34,03-03-2018 11:29:00
980,2826,65,03-03-2018 11:29:00
980,2826,23,03-03-2018 11:29:00
980,2826,15,03-03-2018 11:29:00
980,2826,98,03-03-2018 11:29:00
980,2826,38,03-03-2018 11:29:00
980,2826,81,03-03-2018 11:29:00
980,2826,30,03-03-2018 11:29:00
980,2826,85,03-03-2018 11:29:00
980,2826,30,03-03-2018 11:29:00
980,2826,15,03-03-2018 11:29:00
980,2826,76,03-03-2018 11:29:00
980,2826,41,03-03-2018 11:29:00
980,2826,100,03-03-2018 11:29:00
980,2826,28,03-03-2018 11:29:00
980,2826,45,03-03-2018 11:29:00
980,2826,13,03-03-2018 11:29:00
980,2826,21,03-03-2018 11:29:00
4069,3217,24,03-03-2018 11:29:00
4069,3217,81,03-03-2018 11:29:00
4069,3217,38,03-03-2018 11:29:00
4069,3217,91,03-03-2018 11:29:00
4069,3217,14,03-03-2018 11:29:00
4069,3217,38,03-03-2018 11:29:00
4069,3217,41,03-03-2018 11:29:00
4069,3217,23,03-03-2018 11:29:00
4069,3217,75,03-03-2018 11:29:00
4069,3217,59,03-03-2018 11:29:00
4069,3217,33,03-03-2018 11:29:00
4069,3217,57,03-03-2018 11:29:00
4069,3217,69,03-03-2018 11:29:00
4069,3217,70,03-03-2018 11:29:00
4069,3217,74,03-03-2018 11:29:00
4069,3217,83,03-03-2018 11:29:00
4069,3217,34,03-03-2018 11:29:00
4069,3217,62,03-03-2018 11:29:00
4069,3217,31,03-03-2018 11:29:00
4069,3217,100,03-03-2018 11:29:00
4069,3217,59,03-03-2018 11:29:00
4069,3217,48,03-03-2018 11:29:00
4069,3217,88,03-03-2018 11:29:00
4069,3217,67,03-03-2018 11:29:00
4069,3217,68,03-03-2018 11:29:00
4069,3217,25,03-03-2018 11:29:00
4069,3217,69,03-03-2018 11:29:00
4069,3217,77,03-03-2018 11:29:00
4069,3217,15,03-03-2018 11:29:00
4069,3217,43,03-03-2018 11:29:00
4069,3217,75,03-03-2018 11:29:00
4069,3217,24,03-03-2018 11:29:00
4069,3217,67,03-03-2018 11:29:00
4069,3217,43,03-03-2018 11:29:00
4069,3217,83,03-03-2018 11:29:00
4069,3217,64,03-03-2018 11:29:00
4069,3217,24,03-03-2018 11:29:00
4069,3217,91,03-03-2018 11:29:00
4069,3217,25,03-03-2018 11:29:00
4069,3217,60,03-03-2018 11:29:00
4069,3217,99,03-03-2018 11:29:00
4069,3217,50,03-03-2018 11:29:00
4069,3217,58,03-03-2018 11:29:00
4069,3217,59,03-03-2018 11:29:00
4069,3217,88,03-03-2018 11:29:00
4069,3217,100,03-03-2018 11:29:00
4069,3217,79,03-03-2018 11:29:00
4069,3217,48,03-03-2018 11:29:00
4069,3217,16,03-03-2018 11:29:00
4069,3217,96,03-03-2018 11:29:00
7877,5201,85,03-03-2018 11:29:00
7877,5201,56,03-03-2018 11:29:00
7877,5201,15,03-03-2018 11:29:00
7877,5201,63,03-03-2018 11:29:00
7877,5201,14,03-03-2018 11:29:00
7877,5201,33,03-03-2018 11:29:00
7877,5201,29,03-03-2018 11:29:00
7877,5201,12,03-03-2018 11:29:00
7877,5201,55,03-03-2018 11:29:00
7877,5201,91,03-03-2018 11:29:00
7877,5201,21,03-03-2018 11:29:00
7877,5201,92,03-03-2018 11:29:00
7877,5201,86,03-03-2018 11:29:00
7877,5201,12,03-03-2018 11:29:00
7877,5201,99,03-03-2018 11:29:00
7877,5201,97,03-03-2018 11:29:00
7877,5201,86,03-03-2018 11:29:00
7877,5201,35,03-03-2018 11:29:00
7877,5201,34,03-03-2018 11:29:00
7877,5201,62,03-03-2018 11:29:00
7877,5201,34,03-03-2018 11:29:00
7877,5201,13,03-03-2018 11:29:00
7877,5201,40,03-03-2018 11:29:00
7877,5201,33,03-03-2018 11:29:00
7877,5201,99,03-03-2018 11:29:00
7877,5201,84,03-03-2018 11:29:00
7877,5201,43,03-03-2018 11:29:00
7877,5201,29,03-03-2018 11:29:00
7877,5201,94,03-03-2018 11:29:00
7877,5201,38,03-03-2018 11:29:00
7877,5201,19,03-03-2018 11:29:00
7877,5201,63,03-03-2018 11:29:00
7877,5201,81,03-03-2018 11:29:00
7877,5201,42,03-03-2018 11:29:00
7877,5201,87,03-03-2018 11:29:00
7877,5201,49,03-03-2018 11:29:00
7877,5201,27,03-03-2018 11:29:00
7877,5201,37,03-03-2018 11:29:00
7877,5201,30,03-03-2018 11:29:00
7877,5201,86,03-03-2018 11:29:00
7877,5201,24,03-03-2018 11:29:00
7877,5201,68,03-03-2018 11:29:00
7877,5201,62,03-03-2018 11:29:00
7877,5201,90,03-03-2018 11:29:00
7877,5201,39,03-03-2018 11:29:00
7877,5201,22,03-03-2018 11:29:00
7877,5201,84,03-03-2018 11:29:00
7877,5201,21,03-03-2018 11:29:00
7877,5201,61,03-03-2018 11:29:00
7877,5201,50,03-03-2018 11:29:00
8943,1733,93,03-03-2018 11:29:00
8943,1733,41,03-03-2018 11:29:00
8943,1733,55,03-03-2018 11:29:00
8943,1733,74,03-03-2018 11:29:00
8943,1733,65,03-03-2018 11:29:00
8943,1733,69,03-03-2018 11:29:00
8943,1733,59,03-03-2018 11:29:00
8943,1733,51,03-03-2018 11:29:00
8943,1733,32,03-03-2018 11:29:00
8943,1733,29,03-03-2018 11:29:00
8943,1733,12,03-03-2018 11:29:00
8943,1733,56,03-03-2018 11:29:00
8943,1733,47,03-03-2018 11:29:00
8943,1733,79,03-03-2018 11:29:00
8943,1733,59,03-03-2018 11:29:00
8943,1733,25,03-03-2018 11:29:00
8943,1733,12,03-03-2018 11:29:00
8943,1733,79,03-03-2018 11:29:00
8943,1733,45,03-03-2018 11:29:00
8943,1733,95,03-03-2018 11:29:00
8943,1733,12,03-03-2018 11:29:00
8943,1733,11,03-03-2018 11:29:00
8943,1733,91,03-03-2018 11:29:00
8943,1733,22,03-03-2018 11:29:00
8943,1733,90,03-03-2018 11:29:00
8943,1733,87,03-03-2018 11:29:00
8943,1733,38,03-03-2018 11:29:00
8943,1733,63,03-03-2018 11:29:00
8943,1733,23,03-03-2018 11:29:00
8943,1733,35,03-03-2018 11:29:00
8943,1733,75,03-03-2018 11:29:00
8943,1733,27,03-03-2018 11:29:00
8943,1733,70,03-03-2018 11:29:00
8943,1733,54,03-03-2018 11:29:00
8943,1733,48,03-03-2018 11:29:00
8943,1733,58,03-03-2018 11:29:00
8943,1733,88,03-03-2018 11:29:00
8943,1733,10,03-03-2018 11:29:00
8943,1733,82,03-03-2018 11:29:00
8943,1733,26,03-03-2018 11:29:00
8943,1733,68,03-03-2018 11:29:00
8943,1733,36,03-03-2018 11:29:00
8943,1733,28,03-03-2018 11:29:00
8943,1733,50,03-03-2018 11:29:00
8943,1733,91,03-03-2018 11:29:00
8943,1733,83,03-03-2018 11:29:00
8943,1733,73,03-03-2018 11:29:00
8943,1733,56,03-03-2018 11:29:00
8943,1733,12,03-03-2018 11:29:00
8943,1733,21,03-03-2018 11:29:00
4769,6845,88,03-03-2018 11:29:00
4769,6845,72,03-03-2018 11:29:00
4769,6845,42,03-03-2018 11:29:00
4769,6845,76,03-03-2018 11:29:00
4769,6845,24,03-03-2018 11:29:00
4769,6845,68,03-03-2018 11:29:00
4769,6845,54,03-03-2018 11:29:00
4769,6845,73,03-03-2018 11:29:00
4769,6845,65,03-03-2018 11:29:00
4769,6845,44,03-03-2018 11:29:00
4769,6845,74,03-03-2018 11:29:00
4769,6845,17,03-03-2018 11:29:00
4769,6845,49,03-03-2018 11:29:00
4769,6845,88,03-03-2018 11:29:00
4769,6845,22,03-03-2018 11:29:00
4769,6845,60,03-03-2018 11:29:00
4769,6845,28,03-03-2018 11:29:00
4769,6845,54,03-03-2018 11:29:00
4769,6845,31,03-03-2018 11:29:00
4769,6845,26,03-03-2018 11:29:00
4769,6845,83,03-03-2018 11:29:00
4769,6845,29,03-03-2018 11:29:00
4769,6845,50,03-03-2018 11:29:00
4769,6845,90,03-03-2018 11:29:00
4769,6845,76,03-03-2018 11:29:00
4769,6845,41,03-03-2018 11:29:00
4769,6845,80,03-03-2018 11:29:00
4769,6845,45,03-03-2018 11:29:00
4769,6845,38,03-03-2018 11:29:00
4769,6845,11,03-03-2018 11:29:00
4769,6845,98,03-03-2018 11:29:00
4769,6845,13,03-03-2018 11:29:00
4769,6845,55,03-03-2018 11:29:00
4769,6845,69,03-03-2018 11:29:00
4769,6845,93,03-03-2018 11:29:00
4769,6845,70,03-03-2018 11:29:00
4769,6845,95,03-03-2018 11:29:00
4769,6845,25,03-03-2018 11:29:00
4769,6845,10,03-03-2018 11:29:00
4769,6845,64,03-03-2018 11:29:00
4769,6845,39,03-03-2018 11:29:00
4769,6845,81,03-03-2018 11:29:00
4769,6845,16,03-03-2018 11:29:00
4769,6845,62,03-03-2018 11:29:00
4769,6845,53,03-03-2018 11:29:00
4769,6845,30,03-03-2018 11:29:00
4769,6845,31,03-03-2018 11:29:00
4769,6845,90,03-03-2018 11:29:00
4769,6845,32,03-03-2018 11:29:00
4769,6845,53,03-03-2018 11:29:00
3734,547,74,03-03-2018 11:29:00
3734,547,10,03-03-2018 11:29:00
3734,547,11,03-03-2018 11:29:00
3734,547,33,03-03-2018 11:29:00
3734,547,34,03-03-2018 11:29:00
3734,547,89,03-03-2018 11:29:00
3734,547,68,03-03-2018 11:29:00
3734,547,66,03-03-2018 11:29:00
3734,547,76,03-03-2018 11:29:00
3734,547,34,03-03-2018 11:29:00
3734,547,79,03-03-2018 11:29:00
3734,547,59,03-03-2018 11:29:00
3734,547,89,03-03-2018 11:29:00
3734,547,29,03-03-2018 11:29:00
3734,547,50,03-03-2018 11:29:00
3734,547,96,03-03-2018 11:29:00
3734,547,65,03-03-2018 11:29:00
3734,547,71,03-03-2018 11:29:00
3734,547,64,03-03-2018 11:29:00
3734,547,85,03-03-2018 11:29:00
3734,547,72,03-03-2018 11:29:00
3734,547,27,03-03-2018 11:29:00
3734,547,66,03-03-2018 11:29:00
3734,547,37,03-03-2018 11:29:00
3734,547,64,03-03-2018 11:29:00
3734,547,95,03-03-2018 11:29:00
3734,547,70,03-03-2018 11:29:00
3734,547,79,03-03-2018 11:29:00
3734,547,77,03-03-2018 11:29:00
3734,547,97,03-03-2018 11:29:00
3734,547,42,03-03-2018 11:29:00
3734,547,45,03-03-2018 11:29:00
3734,547,85,03-03-2018 11:29:00
3734,547,94,03-03-2018 11:29:00
3734,547,90,03-03-2018 11:29:00
3734,547,27,03-03-2018 11:29:00
3734,547,37,03-03-2018 11:29:00
3734,547,73,03-03-2018 11:29:00
3734,547,82,03-03-2018 11:29:00
3734,547,50,03-03-2018 11:29:00
3734,547,68,03-03-2018 11:29:00
3734,547,81,03-03-2018 11:29:00
3734,547,92,03-03-2018 11:29:00
3734,547,99,03-03-2018 11:29:00
3734,547,34,03-03-2018 11:29:00
3734,547,20,03-03-2018 11:29:00
3734,547,53,03-03-2018 11:29:00
3734,547,52,03-03-2018 11:29:00
3734,547,97,03-03-2018 11:29:00
3734,547,24,03-03-2018 11:29:00
578,6379,81,03-03-2018 11:29:00
578,6379,49,03-03-2018 11:29:00
578,6379,73,03-03-2018 11:29:00
578,6379,15,03-03-2018 11:29:00
578,6379,92,03-03-2018 11:29:00
578,6379,81,03-03-2018 11:29:00
578,6379,87,03-03-2018 11:29:00
578,6379,12,03-03-2018 11:29:00
578,6379,72,03-03-2018 11:29:00
578,6379,78,03-03-2018 11:29:00
578,6379,57,03-03-2018 11:29:00
578,6379,60,03-03-2018 11:29:00
578,6379,58,03-03-2018 11:29:00
578,6379,46,03-03-2018 11:29:00
578,6379,93,03-03-2018 11:29:00
578,6379,54,03-03-2018 11:29:00
578,6379,48,03-03-2018 11:29:00
578,6379,21,03-03-2018 11:29:00
578,6379,43,03-03-2018 11:29:00
578,6379,48,03-03-2018 11:29:00
578,6379,20,03-03-2018 11:29:00
578,6379,57,03-03-2018 11:29:00
578,6379,67,03-03-2018 11:29:00
578,6379,60,03-03-2018 11:29:00
578,6379,53,03-03-2018 11:29:00
578,6379,82,03-03-2018 11:29:00
578,6379,66,03-03-2018 11:29:00
578,6379,68,03-03-2018 11:29:00
578,6379,100,03-03-2018 11:29:00
578,6379,27,03-03-2018 11:29:00
578,6379,45,03-03-2018 11:29:00
578,6379,76,03-03-2018 11:29:00
578,6379,97,03-03-2018 11:29:00
578,6379,78,03-03-2018 11:29:00
578,6379,55,03-03-2018 11:29:00
578,6379,14,03-03-2018 11:29:00
578,6379,76,03-03-2018 11:29:00
578,6379,33,03-03-2018 11:29:00
578,6379,55,03-03-2018 11:29:00
578,6379,50,03-03-2018 11:29:00
578,6379,75,03-03-2018 11:29:00
578,6379,94,03-03-2018 11:29:00
578,6379,75,03-03-2018 11:29:00
578,6379,74,03-03-2018 11:29:00
578,6379,45,03-03-2018 11:29:00
578,6379,17,03-03-2018 11:29:00
578,6379,37,03-03-2018 11:29:00
578,6379,72,03-03-2018 11:29:00
578,6379,87,03-03-2018 11:29:00
578,6379,95,03-03-2018 11:29:00
278,2193,80,03-03-2018 11:29:00
278,2193,83,03-03-2018 11:29:00
278,2193,75,03-03-2018 11:29:00
278,2193,76,03-03-2018 11:29:00
278,2193,80,03-03-2018 11:29:00
278,2193,98,03-03-2018 11:29:00
278,2193,34,03-03-2018 11:29:00
278,2193,63,03-03-2018 11:29:00
278,2193,40,03-03-2018 11:29:00
278,2193,75,03-03-2018 11:29:00
278,2193,23,03-03-2018 11:29:00
278,2193,76,03-03-2018 11:29:00
278,2193,19,03-03-2018 11:29:00
278,2193,16,03-03-2018 11:29:00
278,2193,26,03-03-2018 11:29:00
278,2193,22,03-03-2018 11:29:00
278,2193,13,03-03-2018 11:29:00
278,2193,52,03-03-2018 11:29:00
278,2193,92,03-03-2018 11:29:00
278,2193,85,03-03-2018 11:29:00
278,2193,28,03-03-2018 11:29:00
278,2193,40,03-03-2018 11:29:00
278,2193,36,03-03-2018 11:29:00
278,2193,44,03-03-2018 11:29:00
278,2193,72,03-03-2018 11:29:00
278,2193,89,03-03-2018 11:29:00
278,2193,50,03-03-2018 11:29:00
278,2193,50,03-03-2018 11:29:00
278,2193,37,03-03-2018 11:29:00
278,2193,35,03-03-2018 11:29:00
278,2193,95,03-03-2018 11:29:00
278,2193,60,03-03-2018 11:29:00
278,2193,87,03-03-2018 11:29:00
278,2193,18,03-03-2018 11:29:00
278,2193,10,03-03-2018 11:29:00
278,2193,34,03-03-2018 11:29:00
278,2193,64,03-03-2018 11:29:00
278,2193,37,03-03-2018 11:29:00
278,2193,57,03-03-2018 11:29:00
278,2193,57,03-03-2018 11:29:00
278,2193,45,03-03-2018 11:29:00
278,2193,73,03-03-2018 11:29:00
278,2193,60,03-03-2018 11:29:00
278,2193,57,03-03-2018 11:29:00
278,2193,18,03-03-2018 11:29:00
278,2193,30,03-03-2018 11:29:00
278,2193,88,03-03-2018 11:29:00
278,2193,81,03-03-2018 11:29:00
278,2193,44,03-03-2018 11:29:00
278,2193,34,03-03-2018 11:29:00
2262,3870,17,03-03-2018 11:29:00
2262,3870,34,03-03-2018 11:29:00
2262,3870,83,03-03-2018 11:29:00
2262,3870,31,03-03-2018 11:29:00
2262,3870,91,03-03-2018 11:29:00
2262,3870,23,03-03-2018 11:29:00
2262,3870,81,03-03-2018 11:29:00
2262,3870,44,03-03-2018 11:29:00
2262,3870,74,03-03-2018 11:29:00
2262,3870,48,03-03-2018 11:29:00
2262,3870,75,03-03-2018 11:29:00
2262,3870,83,03-03-2018 11:29:00
2262,3870,77,03-03-2018 11:29:00
2262,3870,49,03-03-2018 11:29:00
2262,3870,32,03-03-2018 11:29:00
2262,3870,15,03-03-2018 11:29:00
2262,3870,12,03-03-2018 11:29:00
2262,3870,55,03-03-2018 11:29:00
2262,3870,42,03-03-2018 11:29:00
2262,3870,16,03-03-2018 11:29:00
2262,3870,69,03-03-2018 11:29:00
2262,3870,61,03-03-2018 11:29:00
2262,3870,50,03-03-2018 11:29:00
2262,3870,33,03-03-2018 11:29:00
2262,3870,100,03-03-2018 11:29:00
2262,3870,57,03-03-2018 11:29:00
2262,3870,53,03-03-2018 11:29:00
2262,3870,88,03-03-2018 11:29:00
2262,3870,54,03-03-2018 11:29:00
2262,3870,77,03-03-2018 11:29:00
2262,3870,10,03-03-2018 11:29:00
2262,3870,27,03-03-2018 11:29:00
2262,3870,83,03-03-2018 11:29:00
2262,3870,51,03-03-2018 11:29:00
2262,3870,53,03-03-2018 11:29:00
2262,3870,67,03-03-2018 11:29:00
2262,3870,91,03-03-2018 11:29:00
2262,3870,18,03-03-2018 11:29:00
2262,3870,57,03-03-2018 11:29:00
2262,3870,97,03-03-2018 11:29:00
2262,3870,16,03-03-2018 11:29:00
2262,3870,46,03-03-2018 11:29:00
2262,3870,15,03-03-2018 11:29:00
2262,3870,42,03-03-2018 11:29:00
2262,3870,79,03-03-2018 11:29:00
2262,3870,83,03-03-2018 11:29:00
2262,3870,36,03-03-2018 11:29:00
2262,3870,19,03-03-2018 11:29:00
2262,3870,43,03-03-2018 11:29:00
2262,3870,83,03-03-2018 11:29:00
973,6329,43,03-03-2018 11:29:00
973,6329,66,03-03-2018 11:29:00
973,6329,67,03-03-2018 11:29:00
973,6329,32,03-03-2018 11:29:00
973,6329,58,03-03-2018 11:29:00
973,6329,37,03-03-2018 11:29:00
973,6329,92,03-03-2018 11:29:00
973,6329,27,03-03-2018 11:29:00
973,6329,27,03-03-2018 11:29:00
973,6329,58,03-03-2018 11:29:00
973,6329,34,03-03-2018 11:29:00
973,6329,31,03-03-2018 11:29:00
973,6329,28,03-03-2018 11:29:00
973,6329,20,03-03-2018 11:29:00
973,6329,50,03-03-2018 11:29:00
973,6329,86,03-03-2018 11:29:00
973,6329,45,03-03-2018 11:29:00
973,6329,18,03-03-2018 11:29:00
973,6329,18,03-03-2018 11:29:00
973,6329,14,03-03-2018 11:29:00
973,6329,64,03-03-2018 11:29:00
973,6329,87,03-03-2018 11:29:00
973,6329,54,03-03-2018 11:29:00
973,6329,68,03-03-2018 11:29:00
973,6329,78,03-03-2018 11:29:00
973,6329,83,03-03-2018 11:29:00
973,6329,69,03-03-2018 11:29:00
973,6329,74,03-03-2018 11:29:00
973,6329,15,03-03-2018 11:29:00
973,6329,95,03-03-2018 11:29:00
973,6329,46,03-03-2018 11:29:00
973,6329,72,03-03-2018 11:29:00
973,6329,41,03-03-2018 11:29:00
973,6329,47,03-03-2018 11:29:00
973,6329,43,03-03-2018 11:29:00
973,6329,58,03-03-2018 11:29:00
973,6329,84,03-03-2018 11:29:00
973,6329,96,03-03-2018 11:29:00
973,6329,53,03-03-2018 11:29:00
973,6329,70,03-03-2018 11:29:00
973,6329,81,03-03-2018 11:29:00
973,6329,80,03-03-2018 11:29:00
973,6329,80,03-03-2018 11:29:00
973,6329,85,03-03-2018 11:29:00
973,6329,97,03-03-2018 11:29:00
973,6329,93,03-03-2018 11:29:00
973,6329,16,03-03-2018 11:29:00
973,6329,12,03-03-2018 11:29:00
973,6329,35,03-03-2018 11:29:00
973,6329,75,03-03-2018 11:29:00
5532,6126,31,03-03-2018 11:29:00
5532,6126,75,03-03-2018 11:29:00
5532,6126,30,03-03-2018 11:29:00
5532,6126,76,03-03-2018 11:29:00
5532,6126,17,03-03-2018 11:29:00
5532,6126,93,03-03-2018 11:29:00
5532,6126,18,03-03-2018 11:29:00
5532,6126,62,03-03-2018 11:29:00
5532,6126,89,03-03-2018 11:29:00
5532,6126,17,03-03-2018 11:29:00
5532,6126,27,03-03-2018 11:29:00
5532,6126,55,03-03-2018 11:29:00
5532,6126,14,03-03-2018 11:29:00
5532,6126,37,03-03-2018 11:29:00
5532,6126,41,03-03-2018 11:29:00
5532,6126,61,03-03-2018 11:29:00
5532,6126,90,03-03-2018 11:29:00
5532,6126,15,03-03-2018 11:29:00
5532,6126,49,03-03-2018 11:29:00
5532,6126,23,03-03-2018 11:29:00
5532,6126,47,03-03-2018 11:29:00
5532,6126,65,03-03-2018 11:29:00
5532,6126,34,03-03-2018 11:29:00
5532,6126,19,03-03-2018 11:29:00
5532,6126,27,03-03-2018 11:29:00
5532,6126,96,03-03-2018 11:29:00
5532,6126,88,03-03-2018 11:29:00
5532,6126,75,03-03-2018 11:29:00
5532,6126,43,03-03-2018 11:29:00
5532,6126,96,03-03-2018 11:29:00
5532,6126,70,03-03-2018 11:29:00
5532,6126,18,03-03-2018 11:29:00
5532,6126,21,03-03-2018 11:29:00
5532,6126,72,03-03-2018 11:29:00
5532,6126,47,03-03-2018 11:29:00
5532,6126,26,03-03-2018 11:29:00
5532,6126,14,03-03-2018 11:29:00
5532,6126,27,03-03-2018 11:29:00
5532,6126,27,03-03-2018 11:29:00
5532,6126,40,03-03-2018 11:29:00
5532,6126,59,03-03-2018 11:29:00
5532,6126,68,03-03-2018 11:29:00
5532,6126,62,03-03-2018 11:29:00
5532,6126,58,03-03-2018 11:29:00
5532,6126,82,03-03-2018 11:29:00
5532,6126,59,03-03-2018 11:29:00
5532,6126,17,03-03-2018 11:29:00
5532,6126,30,03-03-2018 11:29:00
5532,6126,47,03-03-2018 11:29:00
5532,6126,81,03-03-2018 11:29:00
6035,6426,33,03-03-2018 11:29:00
6035,6426,37,03-03-2018 11:29:00
6035,6426,99,03-03-2018 11:29:00
6035,6426,51,03-03-2018 11:29:00
6035,6426,62,03-03-2018 11:29:00
6035,6426,36,03-03-2018 11:29:00
6035,6426,68,03-03-2018 11:29:00
6035,6426,100,03-03-2018 11:29:00
6035,6426,68,03-03-2018 11:29:00
6035,6426,79,03-03-2018 11:29:00
6035,6426,69,03-03-2018 11:29:00
6035,6426,31,03-03-2018 11:29:00
6035,6426,24,03-03-2018 11:29:00
6035,6426,38,03-03-2018 11:29:00
6035,6426,44,03-03-2018 11:29:00
6035,6426,53,03-03-2018 11:29:00
6035,6426,52,03-03-2018 11:29:00
6035,6426,94,03-03-2018 11:29:00
6035,6426,20,03-03-2018 11:29:00
6035,6426,28,03-03-2018 11:29:00
6035,6426,45,03-03-2018 11:29:00
6035,6426,17,03-03-2018 11:29:00
6035,6426,29,03-03-2018 11:29:00
6035,6426,42,03-03-2018 11:29:00
6035,6426,73,03-03-2018 11:29:00
6035,6426,94,03-03-2018 11:29:00
6035,6426,95,03-03-2018 11:29:00
6035,6426,33,03-03-2018 11:29:00
6035,6426,64,03-03-2018 11:29:00
6035,6426,35,03-03-2018 11:29:00
6035,6426,70,03-03-2018 11:29:00
6035,6426,27,03-03-2018 11:29:00
6035,6426,12,03-03-2018 11:29:00
6035,6426,55,03-03-2018 11:29:00
6035,6426,67,03-03-2018 11:29:00
6035,6426,42,03-03-2018 11:29:00
6035,6426,83,03-03-2018 11:29:00
6035,6426,74,03-03-2018 11:29:00
6035,6426,17,03-03-2018 11:29:00
6035,6426,85,03-03-2018 11:29:00
6035,6426,67,03-03-2018 11:29:00
6035,6426,85,03-03-2018 11:29:00
6035,6426,31,03-03-2018 11:29:00
6035,6426,52,03-03-2018 11:29:00
6035,6426,53,03-03-2018 11:29:00
6035,6426,10,03-03-2018 11:29:00
6035,6426,48,03-03-2018 11:29:00
6035,6426,79,03-03-2018 11:29:00
6035,6426,92,03-03-2018 11:29:00
6035,6426,54,03-03-2018 11:29:00
7247,5360,81,03-03-2018 11:29:00
7247,5360,81,03-03-2018 11:29:00
7247,5360,49,03-03-2018 11:29:00
7247,5360,32,03-03-2018 11:29:00
7247,5360,100,03-03-2018 11:29:00
7247,5360,91,03-03-2018 11:29:00
7247,5360,95,03-03-2018 11:29:00
7247,5360,80,03-03-2018 11:29:00
7247,5360,64,03-03-2018 11:29:00
7247,5360,33,03-03-2018 11:29:00
7247,5360,70,03-03-2018 11:29:00
7247,5360,23,03-03-2018 11:29:00
7247,5360,45,03-03-2018 11:29:00
7247,5360,46,03-03-2018 11:29:00
7247,5360,43,03-03-2018 11:29:00
7247,5360,39,03-03-2018 11:29:00
7247,5360,73,03-03-2018 11:29:00
7247,5360,40,03-03-2018 11:29:00
7247,5360,85,03-03-2018 11:29:00
7247,5360,59,03-03-2018 11:29:00
7247,5360,36,03-03-2018 11:29:00
7247,5360,19,03-03-2018 11:29:00
7247,5360,99,03-03-2018 11:29:00
7247,5360,89,03-03-2018 11:29:00
7247,5360,32,03-03-2018 11:29:00
7247,5360,30,03-03-2018 11:29:00
7247,5360,76,03-03-2018 11:29:00
7247,5360,47,03-03-2018 11:29:00
7247,5360,42,03-03-2018 11:29:00
7247,5360,97,03-03-2018 11:29:00
7247,5360,20,03-03-2018 11:29:00
7247,5360,74,03-03-2018 11:29:00
7247,5360,74,03-03-2018 11:29:00
7247,5360,93,03-03-2018 11:29:00
7247,5360,29,03-03-2018 11:29:00
7247,5360,73,03-03-2018 11:29:00
7247,5360,16,03-03-2018 11:29:00
7247,5360,13,03-03-2018 11:29:00
7247,5360,44,03-03-2018 11:29:00
7247,5360,87,03-03-2018 11:29:00
7247,5360,44,03-03-2018 11:29:00
7247,5360,63,03-03-2018 11:29:00
7247,5360,91,03-03-2018 11:29:00
7247,5360,83,03-03-2018 11:29:00
7247,5360,45,03-03-2018 11:29:00
7247,5360,35,03-03-2018 11:29:00
7247,5360,64,03-03-2018 11:29:00
7247,5360,35,03-03-2018 11:29:00
7247,5360,30,03-03-2018 11:29:00
7247,5360,100,03-03-2018 11:29:00
8669,2154,96,03-03-2018 11:29:00
8669,2154,61,03-03-2018 11:29:00
8669,2154,77,03-03-2018 11:29:00
8669,2154,60,03-03-2018 11:29:00
8669,2154,68,03-03-2018 11:29:00
8669,2154,47,03-03-2018 11:29:00
8669,2154,82,03-03-2018 11:29:00
8669,2154,81,03-03-2018 11:29:00
8669,2154,22,03-03-2018 11:29:00
8669,2154,47,03-03-2018 11:29:00
8669,2154,26,03-03-2018 11:29:00
8669,2154,61,03-03-2018 11:29:00
8669,2154,61,03-03-2018 11:29:00
8669,2154,72,03-03-2018 11:29:00
8669,2154,40,03-03-2018 11:29:00
8669,2154,98,03-03-2018 11:29:00
8669,2154,68,03-03-2018 11:29:00
8669,2154,96,03-03-2018 11:29:00
8669,2154,100,03-03-2018 11:29:00
8669,2154,16,03-03-2018 11:29:00
8669,2154,71,03-03-2018 11:29:00
8669,2154,71,03-03-2018 11:29:00
8669,2154,36,03-03-2018 11:29:00
8669,2154,61,03-03-2018 11:29:00
8669,2154,93,03-03-2018 11:29:00
8669,2154,79,03-03-2018 11:29:00
8669,2154,43,03-03-2018 11:29:00
8669,2154,17,03-03-2018 11:29:00
8669,2154,41,03-03-2018 11:29:00
8669,2154,83,03-03-2018 11:29:00
8669,2154,75,03-03-2018 11:29:00
8669,2154,26,03-03-2018 11:29:00
8669,2154,42,03-03-2018 11:29:00
8669,2154,11,03-03-2018 11:29:00
